2025-05-03 12:51:58,Paradise Dream,paradise_dream.png,0
2025-05-03 21:05:40,Paradise Dream,paradise_dream.png,0
2025-05-28 14:37:25,Paradise Dream,/dev/video2,24.15,-2.29,2.54
2025-05-28 14:53:38,monster,/dev/video2,43.48,32.79,-43.98
2025-05-28 17:06:23,Angie's color,/dev/video2,4.57,-2.58,4.96
